AreaID,AreaName,TimePeriod,Source,Sector,Subsector,Goal,Target,Indicator,Unit,SubgroupDimension,Subgroup,SubgroupOrder,DataValue,Footnote
IND,India,2016,"(a) Numerator: National Crime Records Bureau (b) Denominator: Office of the Registrar General, India",Sustainable Cities and Communities,Violence,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.2: By 2030, provide access to safe, affordable, accessible and sustainable transport systems for all, improving road safety, notably by expanding public transport, with special attention to the needs of those in vulnerable situations, women, children, persons with disabilities and older persons",11.2.2: People killed/injured in road accidents (similar to 3.6.1 ),"Per 1,00,000 population",Rate Type,Injury Rate,2,38.11,NA
IND,India,2017,"(a) Numerator: National Crime Records Bureau (b) Denominator: Office of the Registrar General, India",Sustainable Cities and Communities,Violence,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.2: By 2030, provide access to safe, affordable, accessible and sustainable transport systems for all, improving road safety, notably by expanding public transport, with special attention to the needs of those in vulnerable situations, women, children, persons with disabilities and older persons",11.2.2: People killed/injured in road accidents (similar to 3.6.1 ),"Per 1,00,000 population",Rate Type,Injury Rate,2,35.41,NA
IND,India,2018,"(a) Numerator: National Crime Records Bureau (b) Denominator: Office of the Registrar General, India",Sustainable Cities and Communities,Violence,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.2: By 2030, provide access to safe, affordable, accessible and sustainable transport systems for all, improving road safety, notably by expanding public transport, with special attention to the needs of those in vulnerable situations, women, children, persons with disabilities and older persons",11.2.2: People killed/injured in road accidents (similar to 3.6.1 ),"Per 1,00,000 population",Rate Type,Injury Rate,2,33.74,NA
IND,India,2019,"(a) Numerator: National Crime Records Bureau (b) Denominator: Office of the Registrar General, India",Sustainable Cities and Communities,Violence,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.2: By 2030, provide access to safe, affordable, accessible and sustainable transport systems for all, improving road safety, notably by expanding public transport, with special attention to the needs of those in vulnerable situations, women, children, persons with disabilities and older persons",11.2.2: People killed/injured in road accidents (similar to 3.6.1 ),"Per 1,00,000 population",Rate Type,Injury Rate,2,33.38,NA
IND,India,2015,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,25.61,NA
IND,India,2016,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,33.17,NA
IND,India,2017,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,34.51,NA
IND,India,2018,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,34.93,NA
IND,India,2019,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,34.93,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.3: By 2030, enhance inclusive and sustainable urbanization and capacity for participatory, integrated and sustainable human settlement planning and management in all countries",11.3.1: Proportion of Cities with Master Plan (similar to 11.a.1),Percent,Cities,Total,1,35.84,NA
IND,India,2016-17,Ministry of Culture,Sustainable Cities and Communities,Expenditure,"11: Make cities and human settlements inclusive, safe, resilient and sustainable",11.4: Strengthen efforts to protect and safeguard the world’s cultural and natural heritage,"11.4.1: Total per capita expenditure on the preservation, protection and conservation of all cultural and natural heritage",Per capita,Location,Total,1,2.32,NA
IND,India,2017-18,Ministry of Culture,Sustainable Cities and Communities,Expenditure,"11: Make cities and human settlements inclusive, safe, resilient and sustainable",11.4: Strengthen efforts to protect and safeguard the world’s cultural and natural heritage,"11.4.1: Total per capita expenditure on the preservation, protection and conservation of all cultural and natural heritage",Per capita,Location,Total,1,3.13,NA
IND,India,2018-19,Ministry of Culture,Sustainable Cities and Communities,Expenditure,"11: Make cities and human settlements inclusive, safe, resilient and sustainable",11.4: Strengthen efforts to protect and safeguard the world’s cultural and natural heritage,"11.4.1: Total per capita expenditure on the preservation, protection and conservation of all cultural and natural heritage",Per capita,Location,Total,1,3.05,NA
IND,India,2019-20,Ministry of Culture,Sustainable Cities and Communities,Expenditure,"11: Make cities and human settlements inclusive, safe, resilient and sustainable",11.4: Strengthen efforts to protect and safeguard the world’s cultural and natural heritage,"11.4.1: Total per capita expenditure on the preservation, protection and conservation of all cultural and natural heritage",Per capita,Location,Total,1,3.03,NA
IND,India,2015,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,Natural clamities,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.5: By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global GDP caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1: Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population (similar to 1.5.1 and 13.1.1)",Number,Location,Total,1,14743.14,NA
IND,India,2016,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,Natural clamities,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.5: By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global GDP caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1: Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population (similar to 1.5.1 and 13.1.1)",Number,Location,Total,1,13706.39,NA
IND,India,2017,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,Natural clamities,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.5: By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global GDP caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1: Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population (similar to 1.5.1 and 13.1.1)",Number,Location,Total,1,13381.24,NA
IND,India,2018,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,Natural clamities,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.5: By 2030, significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global GDP caused by disasters, including water-related disasters, with a focus on protecting the poor and people in vulnerable situations","11.5.1: Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population (similar to 1.5.1 and 13.1.1)",Number,Location,Total,1,10738.97,NA
IND,India,2016,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.1: Percentage of Waste processed,Percent,Location,Total,1,17.97,NA
IND,India,2017,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.1: Percentage of Waste processed,Percent,Location,Total,1,23.14,NA
IND,India,2018,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.1: Percentage of Waste processed,Percent,Location,Total,1,28.57,NA
IND,India,2019,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.1: Percentage of Waste processed,Percent,Location,Total,1,53,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.1: Percentage of Waste processed,Percent,Location,Total,1,65,NA
IND,India,2016,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.4: Percentage of wards with 100% door to door waste collection,Percent,Location,Total,1,43,NA
IND,India,2017,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.4: Percentage of wards with 100% door to door waste collection,Percent,Location,Total,1,53,NA
IND,India,2018,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.4: Percentage of wards with 100% door to door waste collection,Percent,Location,Total,1,74,NA
IND,India,2019,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.4: Percentage of wards with 100% door to door waste collection,Percent,Location,Total,1,74,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.6: By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management.",11.6.4: Percentage of wards with 100% door to door waste collection,Percent,Location,Total,1,96,NA
IND,India,2015,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,25.61,NA
IND,India,2016,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,33.17,NA
IND,India,2017,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,34.51,NA
IND,India,2018,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,34.93,NA
IND,India,2019,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,34.93,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.a: Support positive economic, social and environmental links between urban, peri-urban and rural areas by strengthening national and regional development planning",11.a.1: Proportion of Cities with Master Plan (similar to 11.3.1),Percent,Cities,Total,1,35.84,NA
IND,India,2015,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.1: Whether the country has adopted and implemented national disaster risk reduction strategies in line with the Sen-dai Framework for Disaster Risk Reduction 2015-2030, (similar to Indicator 1.5.3  and 13.1.2)",Percent,Sendai Framework,Total,1,0.25,NA
IND,India,2018,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.1: Whether the country has adopted and implemented national disaster risk reduction strategies in line with the Sen-dai Framework for Disaster Risk Reduction 2015-2030, (similar to Indicator 1.5.3  and 13.1.2)",Percent,Sendai Framework,Total,1,0.93,NA
IND,India,2019,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.1: Whether the country has adopted and implemented national disaster risk reduction strategies in line with the Sen-dai Framework for Disaster Risk Reduction 2015-2030, (similar to Indicator 1.5.3  and 13.1.2)",Percent,Sendai Framework,Total,1,1,NA
IND,India,2015,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels",11.b.2: Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (similar to  1.5.4 and 13.1.3),Percent,Sendai Framework,Total,1,0.901,NA
IND,India,2018,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels",11.b.2: Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (similar to  1.5.4 and 13.1.3),Percent,Sendai Framework,Total,1,0.932,NA
IND,India,2019,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels",11.b.2: Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (similar to  1.5.4 and 13.1.3),Percent,Sendai Framework,Total,1,0.931,NA
IND,India,2020,"Disaster Management Division, Ministry of Home Affairs",Sustainable Cities and Communities,City Management,"11: Make cities and human settlements inclusive, safe, resilient and sustainable","11.b: By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels",11.b.2: Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (similar to  1.5.4 and 13.1.3),Percent,Sendai Framework,Total,1,0.919,NA
IND,India,2015,"FE, DAC&FW, Ministry of Agriculture and Farmers' Welfare",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.1: Per capita food availability,Kg per year per person,Food type,Food Grains,1,169.8,NA
IND,India,2016,"FE, DAC&FW, Ministry of Agriculture and Farmers' Welfare",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.1: Per capita food availability,Kg per year per person,Food type,Food Grains,1,177.7,NA
IND,India,2017,"FE, DAC&FW, Ministry of Agriculture and Farmers' Welfare",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.1: Per capita food availability,Kg per year per person,Food type,Food Grains,1,178.4,NA
IND,India,2018,"FE, DAC&FW, Ministry of Agriculture and Farmers' Welfare",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.1: Per capita food availability,Kg per year per person,Food type,Food Grains,1,180.1,NA
IND,India,2019,"FE, DAC&FW, Ministry of Agriculture and Farmers' Welfare",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.1: Per capita food availability,Kg per year per person,Food type,Food Grains,1,179.6,NA
IND,India,2015-16,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.08,NA
IND,India,2016-17,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.11,NA
IND,India,2017-18,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.12,NA
IND,India,2018-19,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.14,NA
IND,India,2019-20,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.14,NA
IND,India,2020-21,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Storage Loss,1,-0.12,NA
IND,India,2015-16,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.3,NA
IND,India,2016-17,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.3,NA
IND,India,2017-18,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.25,NA
IND,India,2018-19,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.25,NA
IND,India,2019-20,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.23,NA
IND,India,2020-21,"Ministry of Consumer Affairs, Food and Public Distribution",Respondisble Consumption and Production,Agriculture,12: Ensure sustainable consumption and production patterns,"12.3: By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses",12.3.2: Post harvest storage and distribution losses of Central/States Pool stocks of wheat and rice,Percent,Loss type,Transit Loss,2,0.31,NA
IND,India,2018,Ministry of Environment Forest and Climate Change,Respondisble Consumption and Production,Policies,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",12.4.1:Whether the country has ratified international Multilateral Environmental Agreements on hazardous waste and other chemicals,Yes/No,Location,Total,1,Yes,NA
IND,India,2019,Ministry of Environment Forest and Climate Change,Respondisble Consumption and Production,Policies,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",12.4.1:Whether the country has ratified international Multilateral Environmental Agreements on hazardous waste and other chemicals,Yes/No,Location,Total,1,Yes,NA
IND,India,2020,Ministry of Environment Forest and Climate Change,Respondisble Consumption and Production,Policies,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment",12.4.1:Whether the country has ratified international Multilateral Environmental Agreements on hazardous waste and other chemicals,Yes/No,Location,Total,1,Yes,NA
IND,India,2017-18,"CPCB, Ministry of Environment Forest and Climate Change",Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment","12.4.2: (a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment",(a) MT per person (b)Ratio,Location,Hazardous waste generated,1,201.45,NA
IND,India,2018-19,"CPCB, Ministry of Environment Forest and Climate Change",Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment","12.4.2: (a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment",(a) MT per person (b)Ratio,Location,Hazardous waste generated,1,189.47,NA
IND,India,2017-18,"CPCB, Ministry of Environment Forest and Climate Change",Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment","12.4.2: (a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment",(a) MT per person (b)Ratio,Location,Hazardous waste treated,2,0.51,NA
IND,India,2018-19,"CPCB, Ministry of Environment Forest and Climate Change",Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.4:By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment","12.4.2: (a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment",(a) MT per person (b)Ratio,Location,Hazardous waste treated,2,0.56,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.5: By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",12.5.1: Number of waste recycling plants installed,Number,Location,Total,1,829,NA
IND,India,2019,Ministry of Housing and Urban Affairs,Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.5: By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",12.5.2: Number of Urban Local Bodies using waste segregation techniques,Number,Location,Total,1,63,NA
IND,India,2020,Ministry of Housing and Urban Affairs,Respondisble Consumption and Production,Waste Management,12: Ensure sustainable consumption and production patterns,"12.5: By 2030, substantially reduce waste generation through prevention, reduction, recycling and reuse",12.5.2: Number of Urban Local Bodies using waste segregation techniques,Number,Location,Total,1,76,NA
IND,India,2020,"Department of School Education and Literacy, Ministry of Education",Respondisble Consumption and Production,Education,12: Ensure sustainable consumption and production patterns,"12.8: By 2030, ensure that people everywhere have the relevant information and awareness for sustainable development and lifestyles in harmony with nature",12.8.1: Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment (similar to 4.7.1 and 13.3.1),Number,Location,Policy,1,1,NA
